english,russian,sentence,difficulty
caffeine,кофеин,Too much **caffeine** can disrupt your night sleep.,3
decaf,декаф,She orders **decaf** coffee after six in evening.,3
hydration,гидратация,Proper **hydration** is essential during summer workouts.,3
dehydrated,обезвоженный,Hikers often become **dehydrated** under the hot sun.,4
dehydration,обезвоживание,Severe **dehydration** can cause serious headaches.,4
electrolyte,электролит,Sports drinks replace lost **electrolyte** minerals after exercise.,5
supplement,добавка,He takes a daily vitamin **supplement** each morning.,3
probiotic,пробиотик,Yogurt provides a natural **probiotic** boost for digestion.,4
prebiotic,пребиотик,Garlic is a great **prebiotic** food for gut health.,5
whey,сыворотка,Athletes often mix **whey** powder into their shakes.,4
refined,рафинированный,Avoid foods with **refined** sugar and white flour.,3
wellness,здоровье,Our gym offers a complete **wellness** program.,3
wellbeing,благополучие,Daily walks improve your mental **wellbeing** greatly.,3
thrive,процветать,People **thrive** when they sleep eight hours nightly.,3
stride,шаг,Her long **stride** helped her finish the marathon.,3
pace,темп,Keep a steady **pace** during your morning jog.,2
agility,ловкость,Ladder drills improve your footwork and **agility**.,4
mobility,подвижность,Daily stretching keeps your joint **mobility** high.,3
breathe,дышать,Remember to **breathe** deeply through your nose.,2
breathing,дыхание,Slow **breathing** helps calm your racing heart.,2
inhale,вдыхать,Slowly **inhale** through your nose for five seconds.,3
exhale,выдыхать,**Exhale** slowly through your mouth to relax.,3
rest,отдых,Your muscles need **rest** between heavy training sessions.,2
restful,спокойный,Soft music creates a **restful** bedroom atmosphere.,3
unwind,расслабиться,After work she likes to **unwind** with a book.,3
decompress,разрядиться,Weekend hikes help me **decompress** from office stress.,4
zen,дзен,His morning ritual creates a perfect **zen** mood.,3
tranquil,спокойный,The garden felt **tranquil** after the heavy rain.,3
serenity,безмятежность,She found **serenity** on the quiet mountain trail.,4
serene,безмятежный,A **serene** lake reflected the evening sky.,4
composure,самообладание,She kept her **composure** during the heated argument.,4
gratitude,благодарность,Daily **gratitude** journals boost mental health.,3
mindset,мышление,A positive **mindset** changes your whole life.,3
resilience,стойкость,Mental **resilience** grows through small daily challenges.,4
resilient,стойкий,Kids who play outside become more **resilient** adults.,4
mindfulness,осознанность,**Mindfulness** meditation reduces everyday anxiety levels.,4
refreshed,отдохнувший,I woke up **refreshed** after a long nap.,3
revitalized,обновлённый,She felt **revitalized** after her morning swim.,4
energized,заряженный,A balanced breakfast leaves you **energized** till lunch.,3
sluggish,вялый,Heavy dinners make me feel **sluggish** next morning.,3
groggy,сонный,I felt **groggy** after sleeping only four hours.,4
sedentary,сидячий,A **sedentary** office job can harm your back.,4
active,активный,Children need an **active** lifestyle every single day.,2
detox,детокс,She tried a weekend **detox** with green smoothies.,3
cleanse,очищение,Juice **cleanse** diets are very popular online.,3
fasting,голодание,Intermittent **fasting** helps some people lose weight.,4
withdrawal,ломка,Nicotine **withdrawal** lasts about two difficult weeks.,4
abstain,воздерживаться,Pregnant women should **abstain** from alcohol completely.,4
abstinence,воздержание,Complete **abstinence** is the safest path for addicts.,4
vice,порок,Smoking was his only serious **vice** in life.,3
urge,позыв,I fight the **urge** to check my phone constantly.,3
temptation,искушение,Keep sweets away to avoid evening **temptation**.,3
willpower,сила воли,Losing weight requires strong **willpower** every day.,3
grit,упорство,Pure **grit** helped him finish the marathon.,3
consistency,последовательность,**Consistency** beats intensity in any fitness plan.,3
screening,скрининг,Regular **screening** catches health problems early on.,4
immunity,иммунитет,Vitamin C may boost your natural **immunity**.,3
prevention,профилактика,**Prevention** is always cheaper than long treatment.,3
counseling,консультирование,Grief **counseling** helps people heal after loss.,4
therapy,терапия,Weekly **therapy** sessions changed his whole perspective.,3
massage,массаж,A deep **massage** eased her aching shoulders.,3
aromatherapy,ароматерапия,She uses lavender **aromatherapy** before bedtime.,4
tension,напряжение,Stretching releases the **tension** in your neck.,3
soreness,болезненность,Morning **soreness** usually fades after a short walk.,3
stiffness,скованность,Yoga reduces morning **stiffness** in older adults.,3
limber,гибкий,Dancers stay **limber** through daily stretching.,4
supple,гибкий,A **supple** spine protects you from injury.,4
upright,прямой,Sit in an **upright** position while working.,3
slouch,сутулиться,Try not to **slouch** while using your phone.,3
hunched,сгорбленный,His **hunched** shoulders showed years of office work.,4
inhaler,ингалятор,He keeps an **inhaler** handy for sudden attacks.,3
journaling,дневник,Daily **journaling** helps process difficult emotions.,4
affirmation,аффирмация,She repeats a morning **affirmation** before breakfast.,4
mantra,мантра,Her calming **mantra** is "breathe and let go".,4
optimism,оптимизм,Her **optimism** helped her beat the illness.,3
sobriety,трезвость,He celebrated one year of **sobriety** yesterday.,4
cigarette,сигарета,He smoked his last **cigarette** yesterday morning.,2
vape,вейпить,Teens should never **vape** flavored tobacco products.,3
lifting,поднятие,Heavy **lifting** builds strong back muscles fast.,3
tone,тонус,Regular pilates helps **tone** your belly muscles.,2
reps,повторения,Finish three sets of ten **reps** each exercise.,3
interval,интервал,Try short **interval** training for faster results.,3
crunch,скручивание,One more **crunch** and your abs are done.,3
body,тело,Exercise is good for your **body**.,1
hurt,больно,My back **hurt** after the long drive.,2
sick,больной,I'm feeling a bit **sick** today.,2
dying,умирающий,The old man is **dying** slowly.,3
foot,нога,I hurt my **foot** while running.,2
drugs,лекарства,The doctor prescribed some **drugs** for my cough.,2
pregnant,беременная,My sister is three months **pregnant**.,3
neck,шея,My **neck** hurts from sleeping badly.,2
blind,слепой,My grandfather is completely **blind** in one eye.,2
health,здоровье,Regular exercise is good for your **health**.,2
teeth,зубы,Brush your **teeth** before going to bed.,1
suicide,самоубийство,The hotline helps prevent **suicide** among young people.,4
concerned,обеспокоенный,I am **concerned** about your health lately.,3
hurts,болит,My back **hurts** after sitting all day.,2
bodies,тела,The gym helps keep our **bodies** strong and healthy.,3
medicine,лекарство,Take this **medicine** twice a day.,2
harm,вред,Too much sugar can **harm** your teeth.,3
ill,больной,She felt **ill** after eating the old soup.,2
avoid,избегать,Try to **avoid** sugar if you want to lose weight.,3
sexual,сексуальный,The book discusses **sexual** health openly.,3
suffer,страдать,Many people **suffer** from seasonal allergies.,3
physical,физический,He does **physical** exercise every morning.,3
effect,эффект,The medicine had a strong **effect** on him.,3
concern,беспокойство,The doctor expressed serious **concern** about his health.,3
pills,таблетки,Take these **pills** twice a day with food.,2
bleeding,кровоточит,His nose is **bleeding** after the fall.,3
protection,защита,Sunscreen provides good **protection** from UV rays.,3
smoking,курение,**Smoking** is bad for your health,2
knees,колени,My **knees** hurt after running,2
vision,зрение,His **vision** is getting worse,3
alcohol,алкоголь,I don't drink **alcohol** during the week,2
mental,умственный,Chess requires great **mental** effort and focus.,3
panic,паника,Try not to **panic** during the emergency.,3
sensitive,чувствительный,She is very **sensitive** to cold weather.,3
suffered,страдал,She **suffered** from terrible headaches for weeks before visiting the doctor.,3
systems,системы,Modern hospitals rely on advanced computer **systems**.,3
benefit,польза,Regular exercise has a huge **benefit** for your health.,2
prevent,предотвратить,Washing your hands helps **prevent** the spread of germs.,3
extreme,крайность,Going on a zero-calorie diet is an **extreme** measure that can harm your health.,4
choices,выбор,Making healthy **choices** every day can really improve your wellbeing.,3
thirsty,хотеть пить,After the long run in the heat she was absolutely **thirsty**.,2
washed,мыть,She **washed** her hands thoroughly before preparing the meal.,2
tend,иметь тенденцию,People **tend** to eat more when they are stressed or bored.,3
maintain,поддерживать,It is hard to **maintain** a healthy diet when you travel for work.,3
critical,критический,Getting enough sleep is **critical** for recovery after surgery.,4
shaking,трясущийся,His hands were **shaking** when he opened the letter from the hospital.,3
remarkable,замечательный,The recovery she made after surgery was truly **remarkable**.,4
stepped,наступил,He **stepped** on a nail while working in the basement without shoes.,3
depressed,подавленный,He felt **depressed** for weeks after losing his job unexpectedly.,3
obsessed,одержимый,He became completely **obsessed** with tracking every calorie he ate.,3
effective,эффективный,The new medication proved to be highly **effective** against the infection.,4
affect,влиять,Stress can seriously **affect** your physical health over time.,3
suggested,предложил,The doctor **suggested** cutting back on salt and fatty foods.,3
sticking,придерживаться,He is **sticking** to his diet even though the holidays are coming up.,3
dizziness,головокружение,Standing up too fast can cause sudden **dizziness**.,3
twitch,дёргаться,His eye began to **twitch** from too much screen time.,3
numbness,онемение,**Numbness** in her fingers suggested a circulation problem.,4
obesity,ожирение,Childhood **obesity** is linked to poor dietary habits.,4
anemia,анемия,Iron supplements can treat mild **anemia** effectively.,4
epilepsy,эпилепсия,She was diagnosed with **epilepsy** at the age of twelve.,4
phobia,фобия,His **phobia** of needles made every injection difficult.,3
deficiency,дефицит,A vitamin D **deficiency** is common in northern climates.,4
aerobic,аэробный,Walking is a simple but effective **aerobic** activity.,4
anaerobic,анаэробный,Sprinting is an **anaerobic** exercise that builds power.,5
rehabilitation,реабилитация,After the injury she spent months in **rehabilitation**.,4
physiotherapy,физиотерапия,His doctor referred him to **physiotherapy** after surgery.,4
immunization,иммунизация,Childhood **immunization** has eliminated many deadly diseases.,5
resuscitation,реанимация,The team performed **resuscitation** until the ambulance arrived.,5
consultation,консультация,He booked a **consultation** with a nutritionist this week.,3
outpatient,амбулаторный,The procedure was done on an **outpatient** basis.,5
inpatient,стационарный,Severe cases require **inpatient** treatment at the hospital.,5
respiratory,дыхательный,Smoking causes serious **respiratory** problems over time.,4
digestive,пищеварительный,Probiotics support a healthy **digestive** system.,4
cardiovascular,сердечно-сосудистый,Regular exercise strengthens the **cardiovascular** system.,4
endocrine,эндокринный,The thyroid is part of the **endocrine** system.,5
skeletal,скелетный,Calcium is essential for **skeletal** health and bone density.,5
muscular,мышечный,The trainer assessed his **muscular** strength and endurance.,4
immune,иммунный,A balanced diet supports a strong **immune** response.,3
bruising,образование синяков,Easy **bruising** can be a sign of low platelet count.,4
inflammation,воспаление,Ice and rest help reduce **inflammation** after a sprain.,4
sterile,стерильный,Always use **sterile** equipment when treating open wounds.,4
cope,справляться,She learned to **cope** with anxiety through daily meditation.,3
coping,совладание,**Coping** strategies help reduce the impact of daily stress.,3
aftercare,послелечебный уход,"After surgery, the nurse explained the **aftercare** instructions in detail.",4
disorder,расстройство,Eating **disorder** treatment requires both medical and emotional support.,3
psychologist,психолог,She visits her **psychologist** every two weeks for talk therapy.,4
overdose,передозировка,He was rushed to hospital after an accidental **overdose** of sleeping pills.,4
lymph,лимфа,The **lymph** system helps filter harmful substances from the body.,4
platelet,тромбоцит,Low **platelet** counts can cause slow clotting and easy bruising.,5
clotting,свёртывание,Vitamin K plays a key role in blood **clotting** after injury.,4
incision,разрез,"The surgeon made a small **incision**, just three centimetres long.",4
needle,игла,Some people feel faint at the sight of a **needle**.,2
ecg,ЭКГ,The doctor ordered an **ecg** to check for irregular heartbeat.,4
urine,моча,The lab tested her **urine** to check for signs of infection.,3
follow-up,повторный приём,"Please book a **follow-up** appointment in two weeks, the doctor said.",3
recovery,восстановление,Full **recovery** after knee surgery can take up to six months.,2
mole,родинка,The dermatologist examined every **mole** on her back carefully.,3
wart,бородавка,A small **wart** appeared on his thumb last winter.,3
cyst,киста,The ultrasound revealed a harmless **cyst** on her left ovary.,4
onset,начало,Early treatment is most effective at the **onset** of symptoms.,4
compress,компресс,Apply a cold **compress** to the bruise for twenty minutes.,3
spine,позвоночник,Good posture protects your **spine** from long-term damage.,3
vertebra,позвонок,A fractured **vertebra** can cause severe pain and limited movement.,5
sinus,синус,Her **sinus** pressure made it hard to breathe through her nose.,3
abscess,абсцесс,The dentist drained the **abscess** and prescribed a course of antibiotics.,5
urinary,мочевыводящий,Drinking enough water helps prevent **urinary** tract infections.,4
renal,почечный,Chronic **renal** disease requires regular dialysis treatment.,5
hepatic,печёночный,Alcohol abuse leads to serious **hepatic** damage over time.,5
thyroid,щитовидная железа,An underactive **thyroid** can cause fatigue and unexpected weight gain.,4
diabetic,диабетический,A **diabetic** diet limits sugar and refined carbohydrates strictly.,4
anorexia,анорексия,**Anorexia** is a serious eating disorder that requires professional treatment.,4
bulimia,булимия,**Bulimia** involves cycles of binge eating followed by purging behaviour.,4
purge,очищать,Some people with eating disorders **purge** after meals to control weight.,4
flare-up,обострение,Cold weather often triggers a **flare-up** of her joint pain.,4
self-care,самозабота,Regular **self-care** habits reduce stress and improve overall mood.,3
x-ray,рентген,The doctor ordered an **x-ray** to check for any broken bones.,2
nosebleed,кровотечение из носа,He got a **nosebleed** after blowing his nose too hard.,2
bloating,вздутие живота,Eating too fast often leads to uncomfortable **bloating** after meals.,3
indigestion,несварение желудка,Spicy food before bed can cause painful **indigestion** at night.,3
heartburn,изжога,He felt **heartburn** rising in his chest after eating greasy food.,3
reflux,рефлюкс,Acid **reflux** can damage the lining of your throat over time.,4
mucus,слизь,Excess **mucus** production is a common symptom of a bad cold.,3
phlegm,мокрота,He coughed up thick **phlegm** every morning for two weeks.,4
pus,гной,The infected wound was red and filled with **pus**.,3
polyp,полип,A routine colonoscopy found a small **polyp** in his colon.,5
acne,акне,She treated her **acne** with a gel prescribed by the dermatologist.,2
eczema,экзема,Her **eczema** flared up badly during the cold and dry winter.,4
psoriasis,псориаз,**Psoriasis** causes red scaly patches to appear on the skin.,4
frostbite,обморожение,The mountaineer lost two toes to severe **frostbite** during the blizzard.,4
sunburn,солнечный ожог,Apply aloe vera gel to soothe a painful **sunburn**.,2
tingling,покалывание,She felt a **tingling** sensation in her left arm after the injection.,3
exhaustion,истощение,Running forty kilometres led to complete physical **exhaustion**.,3
medication,лекарство,The doctor prescribed **medication** for her chronic back pain.,3
cuts,порезы,Apply pressure to small **cuts** to stop the bleeding quickly.,2
operate,работать,The clinic will **operate** seven days a week starting next month.,3
delicate,деликатный,The surgeon performed a **delicate** operation lasting nearly six hours.,4
operations,операции,The hospital performs hundreds of **operations** every week.,4
recovered,поправился / восстановился,She **recovered** fully after two weeks in the hospital.,3
poisoned,отравленный,The detective discovered the victim had been **poisoned**.,4
unconscious,без сознания,"He was **unconscious** for several minutes after the fall, but then slowly came around.",4
lungs,лёгкие,Smoking causes serious damage to the **lungs** over time.,3
immediate,немедленный,The injury required **immediate** medical attention.,4
gut,кишечник,A healthy diet can have a positive effect on your **gut**.,3
vulnerable,уязвимый,Elderly people are particularly **vulnerable** during a heatwave.,4
physically,физически,He was **physically** exhausted after the marathon and could barely stand.,3
toes,пальцы ног,He stubbed his **toes** on the corner of the bed in the dark.,2
coma,кома,He fell into a **coma** after the accident and did not wake up for a week.,5
infected,заражённый,The wound became **infected** because it was not cleaned and bandaged properly.,4
relieved,облегчённый,She was hugely **relieved** when she heard that the operation had gone well.,3
symptoms,симптомы,"The **symptoms** of the flu include fever, cough, and fatigue.",3
pale,бледный,She looked **pale** and tired after a sleepless night.,2
