english,russian,sentence,difficulty
screenshot,скриншот,Take a **screenshot** of the error.,4
storage,хранилище,My **storage** is almost full.,4
offline,оффлайн,She went **offline** an hour ago.,4
unsubscribe,отписаться,I had to **unsubscribe** from ads.,4
influencer,инфлюенсер,My sister wants to be an **influencer**.,4
viral,вирусный,This meme went **viral** overnight.,4
trend,тренд,Dark mode is a huge **trend**.,4
vlog,влог,I watch his daily **vlog**.,4,leisure
reel,рилс,Her new **reel** got millions of views.,4
avatar,аватар,I changed my **avatar** yesterday.,4
username,никнейм,My **username** is already taken.,4
webcam,вебка,Turn on your **webcam** for the call.,4
microphone,микрофон,My **microphone** is not working today.,4
router,роутер,Restart the **router** if internet fails.,4
hack,хакать,Someone tried to **hack** my account.,4
hacker,хакер,A **hacker** stole her personal data.,4
glitch,глюк,The video has a weird **glitch**.,4
lag,лаг,The video has a horrible **lag**.,4
privacy,приватность,I care about my online **privacy**.,4
feature,фича,I love this new chat **feature**.,4
scroll,скроллить,I can **scroll** forever on TikTok.,4
mute,замутить,I will **mute** this noisy group.,4
phishing,фишинг,This email looks like a **phishing** scam.,5
malware,малварь,Scan your computer for **malware** weekly.,5
firewall,файрвол,Your **firewall** blocked this website.,5
encrypt,шифровать,Always **encrypt** your private messages.,5
cache,кэш,Clear the **cache** and try again.,5
buffer,буфер,The video keeps **buffering** forever.,5
ping,пинг,My **ping** is too high for gaming.,5
modem,модем,The **modem** is blinking red again.,5
flame,флейм,A **flame** war started in comments.,5
bandwidth,пропускная,Video calls need high **bandwidth**.,5
login,вход,Type your password to complete the **login**.,2
logout,выход,Always click **logout** on shared computers.,2
signup,регистрация,Quick **signup** takes less than one minute.,2
captcha,капча,Solve the **captcha** to prove you are human.,3
sync,синхронизация,Cloud **sync** keeps all your devices updated.,3
domain,домен,She bought a cheap **domain** for her blog.,3
url,ссылка,Copy the **url** from your address bar.,2
html,HTML,He learned **html** to build his first website.,3
api,API,The weather app uses a public **api**.,3
token,токен,Your access **token** expired yesterday morning.,3
vpn,VPN,Turn on the **vpn** before opening public wifi.,3
outage,сбой,The huge **outage** lasted over three hours.,4
reboot,перезагрузка,A quick **reboot** fixed the frozen screen.,3
widget,виджет,Add a weather **widget** to your home screen.,3
toolbar,панель,Hide the **toolbar** for a cleaner workspace.,3
sidebar,сайдбар,Recent chats appear in the left **sidebar**.,3
navbar,меню,The top **navbar** shows your current balance.,3
dropdown,список,Pick your country from the **dropdown**.,3
toggle,переключатель,Flip the **toggle** to enable dark mode.,3
modal,окно,A confirmation **modal** popped up after checkout.,4
popup,всплывающее,An annoying **popup** blocked the main article.,3
gif,гифка,She sent a funny cat **gif** in the chat.,2
pixel,пиксель,Every dead **pixel** ruins the whole screen.,3
ransomware,вымогатель,A nasty **ransomware** locked all his files.,4
spyware,шпионская,The **spyware** secretly recorded every keystroke.,4
adware,рекламная,This free app bundles **adware** with its installer.,4
botnet,ботнет,His laptop joined a huge **botnet** unknowingly.,5
keylogger,кейлоггер,A hidden **keylogger** stole her banking details.,5
backdoor,бэкдор,Attackers installed a secret **backdoor** on the server.,5
exploit,эксплойт,Hackers used a zero-day **exploit** yesterday.,4
vulnerability,уязвимость,They reported a serious **vulnerability** to the team.,4
firmware,прошивка,Update your router **firmware** for better security.,3
codec,кодек,Install the missing **codec** to play this movie.,3
plugin,плагин,A broken **plugin** crashed my browser again.,3
extension,расширение,This **extension** blocks annoying trackers easily.,3
addon,дополнение,Download the grammar **addon** for your browser.,3
blacklist,чёрный,Spammy senders go straight to the **blacklist**.,3
whitelist,белый,Add trusted contacts to your **whitelist**.,3
forum,форум,She answered his question on a gaming **forum**.,3
dm,личка,He slid into her **dm** last night.,3
sms,смс,The bank sent a verification **sms** instantly.,2
ringtone,рингтон,Her loud **ringtone** embarrassed everyone at dinner.,3
homescreen,экран,Drag the app icon to your **homescreen**.,3
unlock,разблокировать,Use your fingerprint to **unlock** the phone.,2
passcode,пин-код,Never share your six-digit **passcode** with anyone.,2
analytics,аналитика,She checks site **analytics** every single morning.,3,work
metric,метрика,Engagement is our most important **metric** now.,3,work
impression,показ,Every ad **impression** costs advertisers real money.,3
algorithm,алгоритм,The **algorithm** shows you similar videos forever.,3
explore,просматривать,Tap **explore** to see what is trending today.,3
discover,открывать,Tap **discover** to find new creators daily.,3
autocomplete,автодополнение,Smart **autocomplete** finishes his sentences perfectly.,4
autofill,автозаполнение,**Autofill** saved him from retyping long addresses.,3
prompt,запрос,Write a clearer **prompt** for better results.,3
query,запрос,This database **query** returns millions of rows.,3
keyword,ключевое,Pick the right **keyword** for better search results.,3
seo,SEO,Good **seo** brings free traffic from search engines.,3,work
sponsored,спонсорский,Every **sponsored** post must be clearly labeled.,3
affiliate,партнёрский,Bloggers earn money through **affiliate** links.,3
tracking,отслеживание,Block third-party **tracking** in your browser settings.,3
beacon,маячок,A hidden **beacon** sends data to advertisers.,4
logs,логи,Check the server **logs** for strange activity.,3
dump,дамп,A massive data **dump** leaked online yesterday.,4
stolen,украденный,Your **stolen** password appeared in a known leak.,3
credential,учётные,Never reuse the same **credential** across websites.,4
reset,сбросить,Click the link to **reset** your password.,2
recover,восстановить,Use your backup codes to **recover** the account.,3
authenticator,аутентификатор,Open your **authenticator** app for the code.,4
timeline,лента,His **timeline** is full of travel photos.,3
repost,репост,One **repost** can spread rumors very quickly.,3
mention,упоминание,She got a nice **mention** from a popular creator.,3
bio,биография,Update your **bio** to include your new job.,2
livestream,стрим,Thousands watched his gaming **livestream** last night.,3,leisure
podcast,подкаст,I listen to a history **podcast** while running.,2,leisure
subscriber,подписчик,Every new **subscriber** gets a welcome email.,3
thumbnail,превью,A bright **thumbnail** attracts more clicks easily.,3
caption,подпись,Write a catchy **caption** for your photo.,3
subtitle,субтитры,Turn on the English **subtitle** for this film.,2,leisure
outbox,исходящие,Her email stuck in the **outbox** all morning.,3,work
uninstall,удалить,**Uninstall** the app if it keeps crashing.,2
passphrase,кодовая,A long **passphrase** is safer than a short password.,3
encryption,шифрование,Strong **encryption** protects your private messages.,4
antivirus,антивирус,Good **antivirus** scans files in the background.,3
trojan,троян,A hidden **trojan** came with the free game.,4
lurker,наблюдатель,Every **lurker** reads without posting anything.,3
moderator,модератор,The chat **moderator** deleted rude comments quickly.,3
emoji,эмодзи,She ended every sentence with a smiling **emoji**.,2
homepage,главная,Set this site as your browser **homepage**.,2
redirect,перенаправление,A broken **redirect** sent me to a dead page.,3
unfollow,отписаться,Just **unfollow** accounts that annoy you.,2
buffering,загрузка,Slow **buffering** ruined the whole movie night.,3
hotspot,точка,Share your phone **hotspot** with my laptop.,3
binge,запой,He loves to **binge** crime shows on weekends.,3,leisure
playlist,плейлист,Her workout **playlist** has eighty great songs.,2,leisure
clickbait,кликбейт,That headline is pure **clickbait** and nothing more.,3
chatbot,чатбот,A friendly **chatbot** answered all my questions instantly.,3
selfie,селфи,She took a quick **selfie** near the waterfall.,2
tether,раздача,Use **tether** mode to share your phone data.,3
system,система,Our computer **system** is down again.,3
computer,компьютер,My **computer** is running very slowly today.,1,work
access,доступ,You need a password to get **access**.,3
checking,проверяю,I'm **checking** my email for new messages.,2
media,медиа,Social **media** has changed how we communicate.,3
text,сообщение,Send me a **text** when you arrive,1
issues,проблемы,We have some **issues** with the internet,2
connected,соединён,My phone is **connected** to wifi,2
secure,безопасный,Please keep your password in a **secure** place.,3
frontend,фронтенд,The **frontend** team rebuilt the whole dashboard last sprint.,3,work
backend,бэкенд,Our **backend** crashed when users uploaded huge files.,3,work
fullstack,фулстек,She works as a **fullstack** developer at a startup.,4,work
endpoint,эндпоинт,This API **endpoint** returns user data in seconds.,4
payload,пейлоад,"Check the request **payload**, it might be malformed.",4
webhook,вебхук,The service sends a **webhook** when orders complete.,4
polling,опрос,Long **polling** keeps clients synced without websockets.,4
websocket,веб-сокет,We switched chat to **websocket** for instant messaging.,4
graphql,графкуэль,The **graphql** query returns exactly what the client needs.,5
microservice,микросервис,Each **microservice** handles one specific business domain.,4
monolith,монолит,"Our old **monolith** ran fine, but scaling hurt badly.",4
deployment,деплоймент,The **deployment** failed because of a missing config file.,3,work
rollout,раскатка,Gradual **rollout** helps catch bugs before full release.,4,work
hotfix,хотфикс,"We shipped a **hotfix** overnight, fixing the crash.",4,work
repository,репозиторий,Clone the **repository** and run the setup script first.,3
bundler,бандлер,A modern **bundler** tree-shakes unused code automatically.,5
transpile,транспайлить,We **transpile** modern javascript for older browsers still.,5
polyfill,полифил,This **polyfill** adds support for missing browser features.,5
serverless,бессерверный,The **serverless** function runs only when triggered.,4
failover,аварийное переключение,"Automatic **failover** kicks in, minimizing service downtime.",5
autoscaling,автомасштабирование,"With **autoscaling**, capacity grows under heavy traffic.",5
ttl,время жизни,Cache **ttl** determines how long data stays valid.,5
tls,шифрование TLS,Every connection now uses **tls** for secure transport.,5
handshake,рукопожатие,"The **handshake** failed, so the secure session died.",4
symmetric,симметричный,A **symmetric** key encrypts and decrypts with the same secret.,4
asymmetric,асимметричный,"**Asymmetric** encryption uses two keys, public and private.",5
keypair,ключевая пара,Generate a new **keypair** before pushing any commits.,5
schema,схема,Update the database **schema** before running migrations.,3
migration,миграция,The **migration** added a new column to users.,3
sharding,шардирование,"With **sharding**, data splits across many database servers.",5
replication,репликация,Database **replication** keeps a hot standby ready always.,4
eventual,конечный,Eventual consistency trades **eventual** freshness for speed.,5
embedding,векторное представление,Each word gets an **embedding** vector in high dimensions.,5,science
inference,инференс,Model **inference** runs on dedicated graphics cards.,5,science
hallucinate,галлюцинировать,Language models sometimes **hallucinate** facts that sound real.,5
virality,вирусность,Content **virality** depends on timing and emotional hooks.,5
blockchain,блокчейн,The **blockchain** records every transaction permanently and publicly.,4
tooltip,подсказка,Hover any icon to see its **tooltip** appear.,3
skeleton,скелетон,A loading **skeleton** shows where content will appear.,3
spinner,спиннер,A small **spinner** indicates the page is loading now.,3
clone,клонировать,Let me **clone** the repository to my local machine.,2
rebase,ребейз,"Before merging, always **rebase** onto the latest main branch.",5
revert,откатить,We had to **revert** that commit after production broke.,3
resolve,разрешить конфликт,Please **resolve** the merge conflicts before pushing again.,3
telemetry,телеметрия,Server **telemetry** helps diagnose weird production issues fast.,5
trace,трассировка,A distributed **trace** shows the request across services.,4
uptime,время работы,Our **uptime** hit 99.9 percent last quarter finally.,3,work
downtime,простой,Planned **downtime** happens every Sunday at midnight sharp.,3,work
postmortem,разбор инцидента,The **postmortem** revealed a silent cache invalidation bug.,5,work
debug,отлаживать,I had to **debug** the payment flow all night.,3,work
heap,куча,The **heap** kept growing until the process finally crashed.,4
throughput,пропускная способность,Higher **throughput** means more requests handled per second.,5
proxy,прокси,The **proxy** server filters requests before forwarding them onward.,3
gateway,шлюз,The API **gateway** routes traffic to many services.,4
middleware,промежуточное ПО,Authentication **middleware** runs before every protected route handler.,5
decorator,декоратор,This **decorator** adds logging to the function automatically.,4
paywall,пейвол,A strict **paywall** blocks articles after two free reads.,4
bitrate,битрейт,Higher **bitrate** streams give clearer audio and video.,4
peering,пиринг,Network **peering** cuts the cost of carrying traffic.,5
backbone,магистраль,Fiber **backbone** cables carry most international internet traffic.,4
hostname,имя хоста,Check the **hostname** before connecting to that server.,4
subdomain,поддомен,The blog lives on a separate **subdomain** from marketing.,4
passkey,ключ доступа,A **passkey** replaces passwords with secure device authentication.,4
honeypot,ловушка,A **honeypot** attracts attackers to study their techniques.,5
darknet,даркнет,The **darknet** hosts marketplaces invisible to normal browsers.,4
torrent,торрент,Downloading via **torrent** splits files across many peers.,3
keyframe,ключевой кадр,Each **keyframe** stores a complete video frame fully.,5
encoder,кодировщик,The video **encoder** compressed the file by half.,4
compression,сжатие,Good **compression** saves bandwidth without ruining image quality.,3
lossless,без потерь,**Lossless** formats preserve every audio detail without any loss.,4
checksum,контрольная сумма,Verify the **checksum** to make sure downloads are clean.,4
filesystem,файловая система,The **filesystem** ran out of space during the build.,4
daemon,демон,A background **daemon** handles all scheduled database backups.,5
hypervisor,гипервизор,The **hypervisor** runs many virtual machines on one host.,5
container,контейнер,Every service ships inside its own isolated **container** now.,3
wireframe,вайрфрейм,Designers shared a **wireframe** before writing production code.,4,work
mockup,макет,Review the **mockup** before we build the real screen.,3,work
viewport,область просмотра,The **viewport** meta tag controls mobile display scaling behavior.,4
flexbox,флексбокс,Modern layouts use **flexbox** for responsive element alignment.,4
crawler,краулер,A search **crawler** indexes new pages across the web.,4
network,сеть,Our office **network** went down again this morning unfortunately.,3,work
version,версия,This is the latest **version** of the popular mobile app.,2
designed,разработанный,This app was **designed** specifically for busy working parents.,3
messages,сообщения,I have too many unread **messages** on my phone today.,1
influence,влияние,Social media has a huge **influence** on teenagers.,3
removed,удалённый,All the old files were **removed** from the server.,3
status,статус,Check the delivery **status** on our website.,3,shopping
attacks,атаки,The cybersecurity team defended the network against several **attacks** overnight.,5
increase,увеличение,There has been a sharp **increase** in online shopping since last year.,3
commercial,коммерческий,The app started as a hobby project but quickly gained **commercial** success.,4,work
alpha,альфа,The new software is still in **alpha** and has many bugs to fix.,4
string,строка,The programmer forgot a closing bracket at the end of the **string**.,4
constantly,постоянно,My phone is **constantly** buzzing with notifications from work apps.,2,basic
connect,соединить,Please **connect** the cable to the back of the router to get Wi-Fi.,2
solved,решённый,The engineer **solved** the bug within two hours of examining the code.,3
sends,отправляет,The system automatically **sends** a confirmation email after each booking.,3
function,функция,Each button on the keyboard has a specific **function** in the program.,3
log,журнал,The server **log** showed an error at exactly midnight.,4
computers,компьютеры,Modern **computers** can process billions of calculations per second.,3,work
produced,произведённый,The documentary was **produced** by an independent studio with a tiny budget.,3,leisure
directed,режиссёр,The film was **directed** by a young woman who had never made a feature before.,3,leisure
posted,опубликованный,She **posted** a photo of her meal and it got hundreds of likes within an hour.,2
error,ошибка,The computer displayed an **error** message and shut down.,3
dated,устаревший,The design looked **dated** compared to modern websites.,3
