breakroom,комната отдыха,Coffee is free in the **breakroom** today.,3
watercooler,кулер,People gossip around the **watercooler** every day.,3
brainstorm,мозговой штурм,Let's **brainstorm** some ideas before the meeting.,3
outsource,передавать на аутсорс,The company will **outsource** customer support next year.,4
escalate,передать выше,Please **escalate** this issue to the manager.,4
prioritize,расставлять приоритеты,We need to **prioritize** the urgent tasks first.,3
mediate,посредничать,The HR manager will **mediate** the dispute.,4
coordinate,координировать,She will **coordinate** the marketing team efforts.,3
facilitate,содействовать,A good leader can **facilitate** open discussion.,4
collaborate,сотрудничать,The teams **collaborate** on monthly reports together.,3
strategize,продумывать стратегию,The executives **strategize** during every quarterly retreat.,5
execute,выполнять,We must **execute** the plan without delays.,3
assign,назначать,The boss will **assign** new tasks tomorrow.,2
finalize,доработать,Let's **finalize** the proposal before lunch today.,3
archive,архивировать,Please **archive** the old emails and reports.,3
debrief,подведение итогов,The team held a short **debrief** afterwards.,4
memo,служебная записка,Read the internal **memo** about new policies.,3
proposal,предложение,The client rejected our latest **proposal** yesterday.,3
quote,расчёт стоимости,Please send me a **quote** by Thursday.,3
estimate,смета,He gave a rough **estimate** of costs.,3
spreadsheet,таблица,She updates the **spreadsheet** every single morning.,3
agenda,повестка,The **agenda** for tomorrow was just shared.,3
handbook,справочник,The employee **handbook** explains all company policies.,3
template,шаблон,Use the official **template** for the report.,3
trainee,стажёр,The new **trainee** learns fast and works hard.,3
apprentice,подмастерье,The **apprentice** studied under a master craftsman.,4
supervisor,руководитель,Her direct **supervisor** approved the vacation request.,3
consultant,консультант,The **consultant** charges two hundred dollars hourly.,3
contractor,подрядчик,An outside **contractor** built our office system.,3
vendor,поставщик,Our main **vendor** raised prices again.,3
executive,руководитель,Every **executive** received stock options last year.,3
analyst,аналитик,The financial **analyst** predicted steady growth ahead.,3
networking,налаживание связей,Good **networking** can open many new doors.,3
commute,поездка на работу,Her daily **commute** takes forty-five minutes.,3
