psi,давление в шинах,Check the **psi** in all four tires.,3
unleaded,неэтилированный,Fill the tank with **unleaded** gasoline only.,3
octane,октановое число,High **octane** fuel costs a bit more.,4
gallon,галлон,A **gallon** of gas costs four dollars now.,2
nozzle,заправочный пистолет,He squeezed the gas **nozzle** gently.,3
horsepower,лошадиные силы,The engine produces three hundred **horsepower**.,3
torque,крутящий момент,The diesel engine has excellent **torque**.,4
carseat,детское кресло,Always buckle the **carseat** before driving off.,2
lowbeam,ближний свет,Use your **lowbeam** in heavy fog.,3
highbeam,дальний свет,Switch your **highbeam** off for oncoming traffic.,3
dashcam,видеорегистратор,The **dashcam** recorded the entire accident clearly.,3
