acceptance,зачисление,She received an **acceptance** letter from her dream school.,4
rejection,отказ,Getting a **rejection** letter from college was tough.,3
recommendation,рекомендация,He asked his teacher for a **recommendation** letter.,3
commencement,выпускная церемония,The **commencement** ceremony lasted almost three hours.,5
proficiency,владение,Her language **proficiency** improved after studying abroad.,4
mastery,мастерство,True **mastery** of math requires years of practice.,4
comprehension,понимание,Reading **comprehension** is tested on every final exam.,4
recall,воспроизведение,Good memory helps with **recall** during oral exams.,4
retention,запоминание,Note-taking improves your **retention** of new information.,4
mnemonic,мнемоника,I use a **mnemonic** to remember the planets.,5
flashcard,карточка,I studied each **flashcard** before the vocabulary quiz.,2
syllabus,программа курса,Please read the **syllabus** before the first class.,3
semester,семестр,This **semester** I am taking five difficult courses.,2
trimester,триместр,Our school uses a **trimester** system instead of semesters.,4
workshop,мастер-класс,I attended a writing **workshop** after school today.,2
seminar,семинар,The philosophy **seminar** meets every Tuesday afternoon.,3
lesson,урок,Today's English **lesson** was about irregular verbs.,2
schooling,образование,His early **schooling** took place in a small town.,3
matriculate,поступать,Students **matriculate** after passing all entrance tests.,5
convocation,торжественное собрание,The annual **convocation** opens the academic year.,5
mascot,талисман,Our school **mascot** is a friendly golden eagle.,2
uniform,форма,Every student wears a blue **uniform** daily.,2
blazer,пиджак,The boys' **blazer** has a small school crest.,3
dropout,бросивший учёбу,The high school **dropout** later became a famous writer.,3
truant,прогульщик,The **truant** was caught skipping his afternoon classes.,5
truancy,прогул уроков,**Truancy** rates dropped after the new rules.,5
curriculum,учебная программа,The new **curriculum** includes coding and critical thinking.,3
certificate,сертификат,She earned a **certificate** in basic computer skills.,2
scholarship,стипендия,He won a full **scholarship** to a top university.,3
diploma,диплом,She proudly framed her high school **diploma**.,2
degree,степень,He earned a bachelor's **degree** in biology.,2
valedictorian,лучший выпускник,She became **valedictorian** of her graduating class.,4
salutatorian,выпускник второй по успеваемости,The **salutatorian** gave a touching farewell speech.,5
tuition,плата за обучение,College **tuition** costs have risen sharply this year.,3
attendance,посещаемость,Good **attendance** is required to pass this course.,3
absence,отсутствие,Her frequent **absence** worried her concerned teachers.,2
tardiness,опоздание,Repeated **tardiness** will lower your participation grade.,4
midterm,промежуточный экзамен,I studied all weekend for the history **midterm**.,3
thesis,диссертация,She defended her master's **thesis** last month.,4
dissertation,докторская диссертация,His doctoral **dissertation** took four years to complete.,5
rubric,критерии оценки,The teacher explained the grading **rubric** for our essays.,4
transcript,академическая справка,I ordered an official **transcript** for my application.,4
cram,зубрить,I had to **cram** for the chemistry final overnight.,3
recite,декламировать,Each student had to **recite** a short poem aloud.,3
plagiarize,заниматься плагиатом,If you **plagiarize** the essay you will fail.,4
suspension,отстранение,His **suspension** lasted three full school days.,3
expulsion,исключение,The fight led to his permanent **expulsion** from school.,4
bully,задира,A **bully** was making fun of the younger kids.,2
bullying,травля,The school launched a campaign against **bullying**.,3
protractor,транспортир,You need a **protractor** to measure these angles.,4
philosophy,философия,I took an introduction to **philosophy** course last term.,3
rhetoric,риторика,The debate club practices **rhetoric** and public speaking.,4
composition,сочинение,My English **composition** received very positive feedback.,3
calculus,математический анализ,**Calculus** is usually the hardest math class.,4
